Info 0    [22:58:00.749] Starting TS Server
Info 590  [23:06:35.510] Different program with same set of files
Info 591  [23:06:35.797] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 592  [23:06:35.801] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 101 structureChanged: false structureIsReused:: Completely Elapsed: 3.2555359974503517ms
Info 593  [23:06:35.801] Different program with same set of files
Info 594  [23:06:35.801] getCompletionData: Get current token: 0.00963900238275528
Info 595  [23:06:35.801] getCompletionData: Is inside comment: 0.012804999947547913
Info 596  [23:06:35.801] getCompletionData: Get previous token: 0.019012000411748886
Info 597  [23:06:35.801] getCompletionsAtPosition: isCompletionListBlocker: 0.011093001812696457
Info 598  [23:06:35.806] getExportInfoMap: cache hit
Info 599  [23:06:35.822] collectAutoImports: resolved 0 module specifiers, plus 21 ambient and 18 from cache
Info 600  [23:06:35.822] collectAutoImports: response is incomplete
Info 601  [23:06:35.823] collectAutoImports: 16.112807001918554
Info 602  [23:06:35.823] getCompletionData: Semantic work: 21.42621699720621
Info 603  [23:06:35.836] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.686925001442432
Info 604  [23:06:36.234] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 605  [23:06:36.238] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 102 structureChanged: false structureIsReused:: Completely Elapsed: 3.811719000339508ms
Info 606  [23:06:36.238] Different program with same set of files
Info 607  [23:06:36.496] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 608  [23:06:36.499] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 103 structureChanged: false structureIsReused:: Completely Elapsed: 3.02318399772048ms
Info 609  [23:06:36.499] Different program with same set of files
Info 610  [23:06:36.500] getCompletionData: Get current token: 0.006273999810218811
Info 611  [23:06:36.500] getCompletionData: Is inside comment: 0.018693998456001282
Info 612  [23:06:36.500] getCompletionData: Get previous token: 0.01436300203204155
Info 613  [23:06:36.500] getCompletionsAtPosition: isCompletionListBlocker: 0.004238002002239227
Info 614  [23:06:36.502] getCompletionData: Semantic work: 2.4311949983239174
Info 615  [23:06:36.502] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.08499200269579887
Info 616  [23:06:36.954] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 617  [23:06:36.958] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 104 structureChanged: false structureIsReused:: Completely Elapsed: 3.9542489983141422ms
Info 618  [23:06:36.958] Different program with same set of files
Info 619  [23:06:37.115] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 620  [23:06:37.121] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 105 structureChanged: false structureIsReused:: Completely Elapsed: 5.7264479994773865ms
Info 621  [23:06:37.121] Different program with same set of files
Info 622  [23:06:39.415] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 623  [23:06:39.420] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 106 structureChanged: false structureIsReused:: Completely Elapsed: 4.862934000790119ms
Info 624  [23:06:39.420] Different program with same set of files
Info 625  [23:06:39.596] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 626  [23:06:39.600] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 107 structureChanged: false structureIsReused:: Completely Elapsed: 3.5404930002987385ms
Info 627  [23:06:39.600] Different program with same set of files
Info 628  [23:06:39.616] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 629  [23:06:39.624] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 108 structureChanged: false structureIsReused:: Completely Elapsed: 7.6352870017290115ms
Info 630  [23:06:39.624] Different program with same set of files
Info 631  [23:06:39.800] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 632  [23:06:39.805] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 109 structureChanged: false structureIsReused:: Completely Elapsed: 4.204013999551535ms
Info 633  [23:06:39.805] Different program with same set of files
Info 634  [23:06:39.838] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 635  [23:06:39.849] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 110 structureChanged: false structureIsReused:: Completely Elapsed: 11.522874999791384ms
Info 636  [23:06:39.849] Different program with same set of files
Info 637  [23:06:39.872] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 638  [23:06:39.882] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 111 structureChanged: false structureIsReused:: Completely Elapsed: 10.02089099958539ms
Info 639  [23:06:39.882] Different program with same set of files
Info 640  [23:06:40.899] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 641  [23:06:40.903] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 112 structureChanged: false structureIsReused:: Completely Elapsed: 3.938670001924038ms
Info 642  [23:06:40.903] Different program with same set of files
Info 643  [23:06:41.850] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 644  [23:06:41.856] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 113 structureChanged: false structureIsReused:: Completely Elapsed: 5.362743001431227ms
Info 645  [23:06:41.856] Different program with same set of files
Info 646  [23:06:41.952] getCompletionData: Get current token: 0.007310997694730759
Info 647  [23:06:41.953] getCompletionData: Is inside comment: 0.003178998827934265
Info 648  [23:06:41.953] getCompletionData: Get previous token: 0.0193449966609478
Info 649  [23:06:41.953] getCompletionsAtPosition: isCompletionListBlocker: 0.005999002605676651
Info 650  [23:06:41.953] getCompletionData: Semantic work: 0.2888149991631508
Info 651  [23:06:41.956] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.764647997915745
Info 652  [23:06:42.283] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 653  [23:06:42.288] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 114 structureChanged: false structureIsReused:: Completely Elapsed: 5.172528002411127ms
Info 654  [23:06:42.289] Different program with same set of files
Info 655  [23:06:42.536] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 656  [23:06:42.548] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 115 structureChanged: false structureIsReused:: Completely Elapsed: 11.674412000924349ms
Info 657  [23:06:42.548] Different program with same set of files
Info 658  [23:06:42.691] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 659  [23:06:42.701] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 116 structureChanged: false structureIsReused:: Completely Elapsed: 10.161621000617743ms
Info 660  [23:06:42.701] Different program with same set of files
Info 661  [23:06:58.836] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 662  [23:06:58.840] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 117 structureChanged: false structureIsReused:: Completely Elapsed: 3.6796030029654503ms
Info 663  [23:06:58.840] Different program with same set of files
Info 664  [23:06:59.267] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 665  [23:06:59.273] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 118 structureChanged: false structureIsReused:: Completely Elapsed: 5.753410998731852ms
Info 666  [23:06:59.273] Different program with same set of files
Info 667  [23:07:02.440] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 668  [23:07:02.445] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 119 structureChanged: false structureIsReused:: Completely Elapsed: 4.361046999692917ms
Info 669  [23:07:02.445] Different program with same set of files
Info 670  [23:07:02.813] Format host information updated
Info 671  [23:07:35.964] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 672  [23:07:35.970] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 120 structureChanged: false structureIsReused:: Completely Elapsed: 5.56182200089097ms
Info 673  [23:07:35.970] Different program with same set of files
Info 674  [23:07:36.290] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 675  [23:07:36.302] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 121 structureChanged: false structureIsReused:: Completely Elapsed: 11.601332999765873ms
Info 676  [23:07:36.302] Different program with same set of files
Info 677  [23:07:36.698] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 678  [23:07:36.707] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 122 structureChanged: false structureIsReused:: Completely Elapsed: 8.86149499937892ms
Info 679  [23:07:36.707] Different program with same set of files
Info 680  [23:07:36.886] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 681  [23:07:36.891] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 123 structureChanged: false structureIsReused:: Completely Elapsed: 5.36183600127697ms
Info 682  [23:07:36.891] Different program with same set of files
Info 683  [23:07:36.891] getCompletionData: Get current token: 0.007266998291015625
Info 684  [23:07:36.892] getCompletionData: Is inside comment: 0.047501999884843826
Info 685  [23:07:36.892] getCompletionData: Get previous token: 0.03352900221943855
Info 686  [23:07:36.892] getCompletionsAtPosition: isCompletionListBlocker: 0.25983399897813797
Info 687  [23:07:36.893] getCompletionData: Semantic work: 1.3067720010876656
Info 688  [23:07:36.894] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.5002199970185757
Info 689  [23:07:37.538] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 690  [23:07:37.548] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 124 structureChanged: false structureIsReused:: Completely Elapsed: 10.022181998938322ms
Info 691  [23:07:37.548] Different program with same set of files
Info 692  [23:07:37.879] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 693  [23:07:37.884] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 125 structureChanged: false structureIsReused:: Completely Elapsed: 4.235458001494408ms
Info 694  [23:07:37.884] Different program with same set of files
Info 695  [23:07:38.198] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 696  [23:07:38.209] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 126 structureChanged: false structureIsReused:: Completely Elapsed: 10.105967998504639ms
Info 697  [23:07:38.209] Different program with same set of files
Info 698  [23:07:39.626] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 699  [23:07:39.629] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 127 structureChanged: false structureIsReused:: Completely Elapsed: 3.7243990004062653ms
Info 700  [23:07:39.629] Different program with same set of files
Info 701  [23:07:49.537] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 702  [23:07:49.541] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 128 structureChanged: false structureIsReused:: Completely Elapsed: 4.312121000140905ms
Info 703  [23:07:49.541] Different program with same set of files
Info 704  [23:07:50.176] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 705  [23:07:50.183] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 129 structureChanged: false structureIsReused:: Completely Elapsed: 7.216837000101805ms
Info 706  [23:07:50.183] Different program with same set of files
Info 707  [23:07:50.532] Format host information updated
Info 708  [23:07:57.004] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 709  [23:07:57.010] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 130 structureChanged: false structureIsReused:: Completely Elapsed: 6.141408998519182ms
Info 710  [23:07:57.011] Different program with same set of files
Info 711  [23:07:57.251] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 712  [23:07:57.268] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 131 structureChanged: true structureIsReused:: SafeModules Elapsed: 17.111958999186754ms
Info 713  [23:07:57.268] Different program with same set of files
Info 714  [23:07:58.013] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 715  [23:07:58.020] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 132 structureChanged: true structureIsReused:: SafeModules Elapsed: 6.732204999774694ms
Info 716  [23:07:58.020] Different program with same set of files
Info 717  [23:07:58.437] Format host information updated
Info 718  [23:07:58.812] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 719  [23:07:58.816] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 133 structureChanged: false structureIsReused:: Completely Elapsed: 4.077626999467611ms
Info 720  [23:07:58.816] Different program with same set of files
Info 721  [23:07:59.117] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 722  [23:07:59.123] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 134 structureChanged: false structureIsReused:: Completely Elapsed: 5.631972000002861ms
Info 723  [23:07:59.123] Different program with same set of files
Info 724  [23:07:59.206] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 725  [23:07:59.213] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 135 structureChanged: false structureIsReused:: Completely Elapsed: 6.89843900129199ms
Info 726  [23:07:59.213] Different program with same set of files
Info 727  [23:07:59.277] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 728  [23:07:59.284] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 136 structureChanged: false structureIsReused:: Completely Elapsed: 6.317903000861406ms
Info 729  [23:07:59.284] Different program with same set of files
Info 730  [23:07:59.564] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 731  [23:07:59.571] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 137 structureChanged: false structureIsReused:: Completely Elapsed: 7.304783001542091ms
Info 732  [23:07:59.571] Different program with same set of files
Info 733  [23:07:59.843] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 734  [23:07:59.847] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 138 structureChanged: false structureIsReused:: Completely Elapsed: 3.7134079970419407ms
Info 735  [23:07:59.847] Different program with same set of files
Info 736  [23:08:00.121] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 737  [23:08:00.132] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 139 structureChanged: false structureIsReused:: Completely Elapsed: 11.063834000378847ms
Info 738  [23:08:00.132] Different program with same set of files
Info 739  [23:08:00.401] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 740  [23:08:00.405] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 140 structureChanged: false structureIsReused:: Completely Elapsed: 3.8403909988701344ms
Info 741  [23:08:00.405] Different program with same set of files
Info 742  [23:08:00.683] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 743  [23:08:00.689] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 141 structureChanged: false structureIsReused:: Completely Elapsed: 5.562015999108553ms
Info 744  [23:08:00.689] Different program with same set of files
Info 745  [23:08:00.962] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 746  [23:08:00.967] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 142 structureChanged: false structureIsReused:: Completely Elapsed: 4.262474000453949ms
Info 747  [23:08:00.967] Different program with same set of files
Info 748  [23:08:01.241] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 749  [23:08:01.246] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 143 structureChanged: false structureIsReused:: Completely Elapsed: 4.882151000201702ms
Info 750  [23:08:01.246] Different program with same set of files
Info 751  [23:08:01.524] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 752  [23:08:01.531] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 144 structureChanged: false structureIsReused:: Completely Elapsed: 7.175491999834776ms
Info 753  [23:08:01.531] Different program with same set of files
Info 754  [23:08:01.805] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 755  [23:08:01.809] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 145 structureChanged: false structureIsReused:: Completely Elapsed: 4.4577980004251ms
Info 756  [23:08:01.809] Different program with same set of files
Info 757  [23:08:02.082] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 758  [23:08:02.088] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 146 structureChanged: false structureIsReused:: Completely Elapsed: 5.88671800121665ms
Info 759  [23:08:02.088] Different program with same set of files
Info 760  [23:08:02.361] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 761  [23:08:02.368] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 147 structureChanged: false structureIsReused:: Completely Elapsed: 6.642053999006748ms
Info 762  [23:08:02.368] Different program with same set of files
Info 763  [23:08:02.640] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 764  [23:08:02.644] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 148 structureChanged: false structureIsReused:: Completely Elapsed: 3.9723379984498024ms
Info 765  [23:08:02.644] Different program with same set of files
Info 766  [23:08:02.919] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 767  [23:08:02.925] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 149 structureChanged: false structureIsReused:: Completely Elapsed: 5.7640840001404285ms
Info 768  [23:08:02.925] Different program with same set of files
Info 769  [23:08:03.194] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 770  [23:08:03.201] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 150 structureChanged: false structureIsReused:: Completely Elapsed: 6.4580100029706955ms
Info 771  [23:08:03.201] Different program with same set of files
Info 772  [23:08:03.473] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 773  [23:08:03.477] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 151 structureChanged: false structureIsReused:: Completely Elapsed: 3.841194000095129ms
Info 774  [23:08:03.477] Different program with same set of files
Info 775  [23:08:03.753] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 776  [23:08:03.759] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 152 structureChanged: false structureIsReused:: Completely Elapsed: 5.879941999912262ms
Info 777  [23:08:03.759] Different program with same set of files
Info 778  [23:08:04.043] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 779  [23:08:04.048] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 153 structureChanged: false structureIsReused:: Completely Elapsed: 5.418078999966383ms
Info 780  [23:08:04.048] Different program with same set of files
Info 781  [23:08:04.325] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 782  [23:08:04.330] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 154 structureChanged: false structureIsReused:: Completely Elapsed: 5.255564000457525ms
Info 783  [23:08:04.330] Different program with same set of files
Info 784  [23:08:04.354] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 785  [23:08:04.358] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 155 structureChanged: false structureIsReused:: Completely Elapsed: 3.5303860008716583ms
Info 786  [23:08:04.358] Different program with same set of files
Info 787  [23:08:07.212] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 788  [23:08:07.218] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 156 structureChanged: false structureIsReused:: Completely Elapsed: 6.445762000977993ms
Info 789  [23:08:07.218] Different program with same set of files
Info 790  [23:08:08.324] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 791  [23:08:08.327] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 157 structureChanged: false structureIsReused:: Completely Elapsed: 3.432769000530243ms
Info 792  [23:08:08.327] Different program with same set of files
Info 793  [23:08:08.715] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 794  [23:08:08.719] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 158 structureChanged: false structureIsReused:: Completely Elapsed: 4.684986002743244ms
Info 795  [23:08:08.719] Different program with same set of files
Info 796  [23:08:12.502] Format host information updated
Info 797  [23:08:12.702] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 798  [23:08:12.706] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 159 structureChanged: false structureIsReused:: Completely Elapsed: 3.1241500005126ms
Info 799  [23:08:12.706] Different program with same set of files
Info 800  [23:17:02.211] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 801  [23:17:02.217] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 160 structureChanged: false structureIsReused:: Completely Elapsed: 6.520599000155926ms
Info 802  [23:17:02.217] Different program with same set of files
Info 803  [23:17:02.828] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 804  [23:17:02.862] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 161 structureChanged: true structureIsReused:: SafeModules Elapsed: 34.417322002351284ms
Info 805  [23:17:02.862] Different program with same set of files
Info 806  [23:17:06.149] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 807  [23:17:06.161] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 162 structureChanged: true structureIsReused:: SafeModules Elapsed: 11.449113000184298ms
Info 808  [23:17:06.161] Different program with same set of files
Info 809  [23:17:08.338] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 810  [23:17:08.353] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 163 structureChanged: false structureIsReused:: Completely Elapsed: 15.298518002033234ms
Info 811  [23:17:08.353] Different program with same set of files
Info 812  [23:17:08.953] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 813  [23:17:08.994] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 164 structureChanged: true structureIsReused:: SafeModules Elapsed: 40.963262997567654ms
Info 814  [23:17:08.994] Different program with same set of files
Info 815  [23:17:09.725] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 816  [23:17:09.743] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 165 structureChanged: false structureIsReused:: Completely Elapsed: 18.160447999835014ms
Info 817  [23:17:09.743] Different program with same set of files
Info 818  [23:17:10.403] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 819  [23:17:10.407] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 166 structureChanged: false structureIsReused:: Completely Elapsed: 4.322928998619318ms
Info 820  [23:17:10.407] Different program with same set of files
Info 821  [23:17:11.933] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 822  [23:17:11.938] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 167 structureChanged: false structureIsReused:: Completely Elapsed: 4.5892539992928505ms
Info 823  [23:17:11.938] Different program with same set of files
Info 824  [23:17:12.512] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 825  [23:17:12.521] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 168 structureChanged: false structureIsReused:: Completely Elapsed: 9.007752001285553ms
Info 826  [23:17:12.522] Different program with same set of files
Info 827  [23:17:13.140] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 828  [23:17:13.145] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 169 structureChanged: false structureIsReused:: Completely Elapsed: 5.179697997868061ms
Info 829  [23:17:13.145] Different program with same set of files
Info 830  [23:17:13.146] getCompletionData: Get current token: 0.009326998144388199
Info 831  [23:17:13.146] getCompletionData: Is inside comment: 0.018380001187324524
Info 832  [23:17:13.146] getCompletionData: Get previous token: 0.013297997415065765
Info 833  [23:17:13.146] getCompletionsAtPosition: isCompletionListBlocker: 0.05306899920105934
Info 834  [23:17:13.146] Returning an empty list because completion was requested in an invalid position.
Info 835  [23:17:13.154] getCompletionData: Get current token: 0.006105002015829086
Info 836  [23:17:13.154] getCompletionData: Is inside comment: 0.018803000450134277
Info 837  [23:17:13.155] getCompletionData: Get previous token: 0.018521998077630997
Info 838  [23:17:13.155] getCompletionsAtPosition: isCompletionListBlocker: 0.014107998460531235
Info 839  [23:17:13.155] Returning an empty list because completion was requested in an invalid position.
Info 840  [23:17:13.160] getCompletionData: Get current token: 0.01772800087928772
Info 841  [23:17:13.160] getCompletionData: Is inside comment: 0.04603100195527077
Info 842  [23:17:13.160] getCompletionData: Get previous token: 0.028421998023986816
Info 843  [23:17:13.160] getCompletionsAtPosition: isCompletionListBlocker: 0.02517799660563469
Info 844  [23:17:13.160] Returning an empty list because completion was requested in an invalid position.
Info 845  [23:17:13.162] getCompletionData: Get current token: 0.006454002112150192
Info 846  [23:17:13.162] getCompletionData: Is inside comment: 0.01909000054001808
Info 847  [23:17:13.162] getCompletionData: Get previous token: 0.011829998344182968
Info 848  [23:17:13.162] getCompletionsAtPosition: isCompletionListBlocker: 0.012098003178834915
Info 849  [23:17:13.162] Returning an empty list because completion was requested in an invalid position.
Info 850  [23:17:13.472] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 851  [23:17:13.476] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 170 structureChanged: false structureIsReused:: Completely Elapsed: 4.013691000640392ms
Info 852  [23:17:13.477] Different program with same set of files
Info 853  [23:17:13.689] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 854  [23:17:13.713] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 171 structureChanged: false structureIsReused:: Completely Elapsed: 23.73820899799466ms
Info 855  [23:17:13.713] Different program with same set of files
Info 856  [23:17:13.719] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 857  [23:17:13.733] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 172 structureChanged: false structureIsReused:: Completely Elapsed: 13.655378997325897ms
Info 858  [23:17:13.733] Different program with same set of files
Info 859  [23:17:13.950] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 860  [23:17:13.954] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 173 structureChanged: false structureIsReused:: Completely Elapsed: 4.023925002664328ms
Info 861  [23:17:13.954] Different program with same set of files
Info 862  [23:17:13.955] getCompletionData: Get current token: 0.027865998446941376
Info 863  [23:17:13.955] getCompletionData: Is inside comment: 0.011427000164985657
Info 864  [23:17:13.955] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 865  [23:17:13.962] getCompletionData: Get current token: 0.02211100235581398
Info 866  [23:17:13.963] getCompletionData: Is inside comment: 0.029246997088193893
Info 867  [23:17:13.963] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 868  [23:17:13.964] getCompletionData: Get current token: 0.0041700005531311035
Info 869  [23:17:13.964] getCompletionData: Is inside comment: 0.009976997971534729
Info 870  [23:17:13.964] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 871  [23:17:13.966] getCompletionData: Get current token: 0.006255000829696655
Info 872  [23:17:13.966] getCompletionData: Is inside comment: 0.01714799925684929
Info 873  [23:17:13.966] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 874  [23:17:14.148] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 875  [23:17:14.153] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 174 structureChanged: false structureIsReused:: Completely Elapsed: 4.56428200006485ms
Info 876  [23:17:14.153] Different program with same set of files
Info 877  [23:17:14.153] getCompletionData: Get current token: 0.0041770003736019135
Info 878  [23:17:14.153] getCompletionData: Is inside comment: 0.00973999872803688
Info 879  [23:17:14.153] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 880  [23:17:14.153] getCompletionData: Get current token: 0.0029859989881515503
Info 881  [23:17:14.153] getCompletionData: Is inside comment: 0.013767000287771225
Info 882  [23:17:14.153] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 883  [23:17:14.154] getCompletionData: Get current token: 0.0034780018031597137
Info 884  [23:17:14.154] getCompletionData: Is inside comment: 0.014113001525402069
